ResponseId,country,hate_definition,translated_hate_definition,translated_hate_definition_cleaned
R_eJT0DC9RMsq2hrz,idn,Ujaran kebencian jangan dipublikasikan Sebab akan menjadikan relasi sosial menjadi tidak nyaman. Orang boleh berbeda pendapat namun harus disampaikan dengan cara yang santun tanpa menyinggung perasaan atau menyakiti hati orang lain,Hatings utterances should not be published because it will make social relations uncomfortable.People may disagree but must be conveyed in a polite way without offending or hurting others,Hatings utterances should not be published because it will make social relations uncomfortable.People may disagree but must be conveyed in a polite way without offending or hurting others
R_wQQMEYzQrVXRAKB,idn,Ujaran maupun ungkapan yang mengajak orang lain untuk mengancam/melukai/mengintimidasi pihak-pihak tertentu yang bberbeda pendapat dengan diri kita.,Utterances and expressions that invite others to threaten/injure/intimidate certain parties who are different from us.,Utterances and expressions that invite others to threaten/injure/intimidate certain parties who are different from us.
R_2rx9CJ8ZcZv0qCG,idn,"Kalo kita benci sama seseorang, janganlah kita menghujat nya.justru harus jadi pertanyaan kenapa dia bisa?","If we hate someone, don't blaspheme it. It must be a question why he can?","If we hate someone, don't blaspheme it. It must be a question why he can?"
R_32Vn8sROvmHFWrj,idn,"Ujaran kebencian itu merupakan suatu pernyataan yang secara langsung menyerang suatu individu atau kelompok dengan alasan yang egois dan berdasarkan perbedaan atau pandangan semata. 

Tetapi ada kalanya hal tsb bisa disalah-artikan saat konten yang bersangkutan bersifat ""satir"". Ini yang sering disalahpahami oleh pihak berwajib (terutama pihak medsos).","The utterance of hatred is a statement that directly attacks an individual or group for selfish reasons and based on differences or views only.

But there are times when this can be misinterpreted when the content concerned is ""satire"".This is often misunderstood by the authorities (especially the social media).","The utterance of hatred is a statement that directly attacks an individual or group for selfish reasons and based on differences or views only.  But there are times when this can be misinterpreted when the content concerned is ""satire"".This is often misunderstood by the authorities (especially the social media)."
R_u7yOc7XPNTSfli9,idn,"Ujaran kebencian adalah pendapat delusi yg secara impulsif ditujukan kepada kelompok tertentu dg tujuan provokasi dan agitasi. Misi yg ingin dicapai adalah stigma negatif thd kelompok tsb. Misal: Cuitan"" di Twitter oleh Denny Siregar, Eko Kuntadhi, Guntur Romli, Firza Husein, Chusnul Ch, Yusuf Dum-dum, dll.","Hate utterances are delusive opinions that are impulsively addressed to certain groups with the purpose of provocation and agitation.The mission to be achieved is a negative stigma of the group.For example: tweet ""on Twitter by Denny Siregar, Eko Kuntadhi, Guntur Romli, Firza Husein, Chusnul Ch, Yusuf Dum-Dum, etc.","Hate utterances are delusive opinions that are impulsively addressed to certain groups with the purpose of provocation and agitation.The mission to be achieved is a negative stigma of the group.For example: tweet ""on Twitter by Denny Siregar, Eko Kuntadhi, Guntur Romli, Firza Husein, Chusnul Ch, Yusuf Dum-Dum, etc."
R_3iVGfJ4tgShVMWK,idn,"Mengucapkan atau menuliskan kalimat yang menghina orang lain karena fisik, agama, keyakinan/kepercayaan, suku keadaan ekonomi dan lain lain","Say or write sentences that insult others because of physical, religion, beliefs/beliefs, ethnic economic conditions and others","Say or write sentences that insult others because of physical, religion, beliefs/beliefs, ethnic economic conditions and others"
R_11aRTtuDyaMmITl,idn,Ujaran kebencian adalah suatu pernyataan yang secara sadar bermaksud untuk menjelekkan atau memaksakan suatu tindakan kepada seseorang atau kelompok tanpa ada dasar yang jelas.,Hatting utterance is a statement that consciously intends to vilify or impose an action on a person or group without any clear basis.,Hatting utterance is a statement that consciously intends to vilify or impose an action on a person or group without any clear basis.
R_2qF1hhGSsTIAFzb,idn,"Kalimat yang mengandung Ancaman fisik, melecehan bentuk fisik, melecehkan pekerjaan orang lain, melecehkan agama dan kepercayaan orang lain, melecehkan gender, melecehkan orang tua dan anak, kalimat kasar, kalimat tidak senonoh(genital pria maupun wanita), pembulian dan merendahkan ras/suku.","Sentences that contain physical threats, harass physical forms, harass the work of others, harass the religion and beliefs of others, harass gender, harass parents and children, harsh sentences, indecent sentences (genital men and women), rounding and demean racial/tribes.","Sentences that contain physical threats, harass physical forms, harass the work of others, harass the religion and beliefs of others, harass gender, harass parents and children, harsh sentences, indecent sentences (genital men and women), rounding and demean racial/tribes."
R_28AMhPhEobdX4U3,idn,"Ujaran kebencian itu merupakan pernyataan yang ditulis atau diucapkan dengan tujuan untuk menunjukkan kepada personal atau organisasi yang dianggap tidak memiliki pendapat, pemikiran dan persepsi yang sama terhadap dirinya.","The utterance of hatred is a statement written or spoken with the aim of showing personal or organizations that are considered not to have the same opinion, thoughts and perceptions of him.","The utterance of hatred is a statement written or spoken with the aim of showing personal or organizations that are considered not to have the same opinion, thoughts and perceptions of him."
R_3s1aImFoZM9dcJo,idn,Rangkaian kata kata yang merupakan ajakan/seruan untuk menggiring opini kepada kebencian atas suatu golongan tanpa memiliki landasan hukum/tanggung jawab yang jelas.,A series of words that are invitations/calls to lead opinions to hatred of a group without having a clear legal foundation/responsibility.,A series of words that are invitations/calls to lead opinions to hatred of a group without having a clear legal foundation/responsibility.
R_pSOP5oZjtwlRB29,idn,Jangan pernah posting SARA diluar kelompok sendiri. Jangan pernah berfikir negatif dan jangan cepat menilai. Lambat berkata2 dan cepat berfikir.,Never post Sara outside your own group.Never think negatively and don't judge quickly.Slowly speak and think quickly.,Never post Sara outside your own group.Never think negatively and don't judge quickly.Slowly speak and think quickly.
R_3PStInoKJ0za1ee,idn,Ujaran kebencian adalah segala pendapat yg bersembrangan dengan orang dengan menyakitkan hari nurani orang lain,The words of hatred are all the opinions of the people with the pain of the conscience of others,The words of hatred are all the opinions of the people with the pain of the conscience of others
R_2R20coAm8hks9rw,idn,"Menyerang pribadi seseorang/kelompok dengan makian yg kasar, tidak supan dan brutal tanpa dilandasi oleh data dan fakta yang valid","Attract a person/group with a rough, rude and brutal curses without being based on valid data and facts","Attract a person/group with a rough, rude and brutal curses without being based on valid data and facts"
R_qwJNV5iqmsztKz7,idn,mendeskreditkan org/golongan/ras secara negatif & vulgar yang mengakibatkan ketersinggungan banyak org/golongan/ras dan berakibat adanya kerusakan sosial dan pisik.,Discredit people/groups/races negatively and vulgar which results in the offense of many people/groups/races and results in social and physical damage.,Discredit people/groups/races negatively and vulgar which results in the offense of many people/groups/races and results in social and physical damage.
R_125VvYWLY6DicOh,idn,"Saat menyinggung SARA, terutama dengan kata2 kotor yang berlawanan dengan norma bersama di masyarakat.","When offending SARA, especially with dirty words that are contrary to the norms together in society.","When offending SARA, especially with dirty words that are contrary to the norms together in society."
R_2VCOmT4EYMtdpun,idn,Kata atau kalimat yg menyinggung suatu pihak atau kelompok kecuali jika digunakan untuk membalas pihak yg memberi ujaran kebencian lebih dahulu,Words or sentences that offend a party or group unless it is used to reply to parties who give hate speech in advance,Words or sentences that offend a party or group unless it is used to reply to parties who give hate speech in advance
R_2WuQXpvNaoeKpXO,idn,"Ujaran kebencian dalam pemahaman saya adalah ketika seseorang atau kelompok menuangkan atau berbicara dengan kata atau kalimat yang menghina, menyudutkan, atau melabeli seseorang atau sesuatu dengan hal yang tidak disukai dengan maksud merendahkan dengan membawa identitas ras, etnis ataupun kepercayaan.","The utterance of hatred in my understanding is when a person or group pouring or speaking with words or sentences that are insulting, cornering, or labeling someone or something with things that are not liked with the intention of demeaning by bringing race identity, ethnic or trust.","The utterance of hatred in my understanding is when a person or group pouring or speaking with words or sentences that are insulting, cornering, or labeling someone or something with things that are not liked with the intention of demeaning by bringing race identity, ethnic or trust."
R_3hbW1jbVXbXGy1R,idn,Ujaran kebencian harus dilihat kontexnya. Apakah sudah tepat atau tidak. Jangan diArtikan per kata. Misal kita nulis ih anjingmu cute banget. Lalu tiba tiba pihak sosmed  bilang jangan ucap ujaran kebencian.padahal lagi muji anjing teman.,"The utterance of hatred must be seen the context.Is it right or not.Don't interpret per word.For example, we write your dog really cute.Then suddenly the social media said don't say hate speech. Even though I praise a friend's dog.","The utterance of hatred must be seen the context.Is it right or not.Don't interpret per word.For example, we write your dog really cute.Then suddenly the social media said don't say hate speech. Even though I praise a friend's dog."
